"","edge_liked_by.count","edge_media_to_caption.edges","shortcode","tags","Year"
"390",36,"[{'node': {'text': 'Bidibidi es un de los asentamiento  que hay en Uganda los asentamientos son inmensas extensiones de terreno esto supone que sea aun mas dificil hacer vida diaria como ir a por agua, ir a la escuela, etc... Tanto los niños como especialmente las niñas lo tinen dificil porque las escuelas estan tan lejos que es imposible acudir.\n\nunete a nuestro teaming y juntos hacen s grandes cambios. \nwww.teaming.net/nzuridaima (link en la bio☝🏻☝🏻) #NzuriDaima #TeTiendoLaMano #SerMásUno #MásUno #Juntosllegamosmáslejos  #Bidibidi  #VíctorMandelaPhoto #VictotMAndela #12meses\n\n@repost \nMiles de personas cruzan la frontera entre Súdan del Sur y Uganda cada día. Muchos son #MenoresNoAcompañados separados de sus padres. ¿Conoces la labor de @nzuridaima y ACNUR Comite español ACNUR, la Agencia de la ONU para los Refugiados? Súmate a la causa, #CambiaSuHistoria y #CreaUnFuturo de #MenoresBienAcompañados todos juntos podemos hacer grandes cambios.\nunete a nuestro teaming, www.teaming.net/nzuridaima\n, y juntos, con solo 1euro al mes, demostrar que cambiar el mundo, es cosa de niños\n\n#nzuriDaima #Bidibidi \n@12_meses'}}]","Blf73TUgFpy","['MenoresBienAcompañados', 'Bidibidi', 'Juntosllegamosmáslejos', 'CreaUnFuturo', 'CambiaSuHistoria', 'MásUno', 'TeTiendoLaMano', '12meses', 'MenoresNoAcompañados', 'nzuriDaima', 'VíctorMandelaPhoto', 'NzuriDaima', 'SerMásUno', 'VictotMAndela']","2018"
"391",105,"[{'node': {'text': 'And here’s Karina’s photo of Karimela,43, a South Sudanese refugee who arrived Uganda in October 2016, who now sells vegetables at the local market in Bidi Bidi refugee settlement to support her family. Great photo Karina!\n.\n.\n34 young refugees from South Sudan now calling Uganda home. 2 weeks of training on social media, photography and video making. The World Food Programme In Uganda has embarked on an exciting endeavour training South Sudan’s future journalists and photographers on the art of #storytelling. And all with a smartphone. Follow @wfpstorytellers over the next few weeks to witness Bidi Bidi refugee settlement through their eyes.\n.\n.\n.\n#bidibidi #southsudan #uganda #photojournalism #storyteller #storytellersug #africa #everydayafrica #refugeeswelcome #refugees #samsung #storyteller #story #reportagespotlight #instagood #portraiture #nikon #nikond850 #d850 #mynikonlife #nikonaustralia #makeportraits @worldfoodprogramme_official @wfpstorytellers'}}]","Blf1Ghchwvk","['makeportraits', 'africa', 'instagood', 'storyteller', 'reportagespotlight', 'storytelling', 'mynikonlife', 'southsudan', 'refugees', 'uganda', 'portraiture', 'samsung', 'story', 'nikon', 'd850', 'storytellersug', 'nikond850', 'everydayafrica', 'nikonaustralia', 'photojournalism', 'refugeeswelcome', 'bidibidi']","2018"
"392",22,"[{'node': {'text': 'South Sudanese refugee camp in Uganda'}}]","Blda41Vnfiu","[]","2018"
"393",15,"[{'node': {'text': 'Uganda. #nature #uganda #africa #bbc #bbc2 #tvdirector #adeadepitan @adeadepitan #naturephotography #nature #naturelovers #river #flying #high'}}]","BlczBg0gfgW","['tvdirector', 'flying', 'adeadepitan', 'bbc2', 'nature', 'naturephotography', 'river', 'uganda', 'africa', 'bbc', 'naturelovers', 'high']","2018"
"394",81,"[{'node': {'text': 'Bidibidi es uno de los campos más grandes del mundo, tiene 6 zonas y cada zona unos 10 villages, donde acogen a más de 1 millón de sursudaneses y cerca de medio millón de congoleños.\nEl 71% de los refugiados son mujeres y niños, entre ellos #VíctorMandela con su familia. ¿Y tu mirada, cambia el mundo? 👀💚\nmas info para colaborar en la bio.\n\n#VíctorMandelaPhoto #SerMásUno #MásUno #Juntosllegamosmáslejos #TeTiendoLaMano #Bidibidi #NzuriDaima #refugiees'}}]","BlbYR6hAtVK","['Bidibidi', 'VíctorMandela', 'refugiees', 'Juntosllegamosmáslejos', 'MásUno', 'TeTiendoLaMano', 'VíctorMandelaPhoto', 'NzuriDaima', 'SerMásUno']","2018"
"395",100,"[{'node': {'text': 'Meet our next WFP Storyteller- Karina Mamcy! Karina was one of 34 young refugees from South Sudan who took part in a digital storytelling workshop in Bidi Bidi refugee settlement in northern Uganda, facilitated by the World Food Programme. “I want to be a journalist or a leader in South Sudan” she says. Over 10 days Karina learnt how how to take photos, shoot video, how to interview, and how to write a story. And all with a smart phone. “I learnt how to post on Facebook and Instagram. I was not knowing these things”. With her new skills in social media, photography and video, she’s now well on her way.\n.\nAlso featuring the amazing Daniel Hassan (L) and rapper Spike G. Boom!\n.\n.\n#bidibidi #southsudan #uganda #photojournalism #storyteller #storytellersug #africa #everydayafrica #reportagespotlight #instagood #portraiture #nikon #nikond850 #d850 #mynikonlife #nikonaustralia #makeportraits @worldfoodprogramme_official @wfpstorytellers @facebook @instagram'}}]","BlbKH3EBmcO","['nikon', 'portraiture', 'd850', 'mynikonlife', 'southsudan', 'makeportraits', 'storytellersug', 'nikond850', 'everydayafrica', 'nikonaustralia', 'photojournalism', 'uganda', 'africa', 'instagood', 'storyteller', 'reportagespotlight', 'bidibidi']","2018"
"396",58,"[{'node': {'text': 'Un día os hablaremos de Isaac.. Sursudanés refugiado en Bidibidi.. Músico y promotor d la paz. Este junio en una de las ocasiones en que llevaban casi 3 días sin agua, su hermana se levantó a las 6 de la mañana a buscar el acceso más cercano. Eran las 3 de la tarde cuando volvía con una garrafa de 15l para toda la familia. Su sobrino Baraka pudo disfrutar de un pequeño baño en una palangana. Baraka significa Bendición.\n¿Nos ayudas?👉, Hazte Teaming!! ➕1\nhttps://www.teaming.net/nzuridaima\nlink en la bio ☝🏻☝🏻\n#VíctorMandela #VíctorMandelaPhoto #TuMiradaCambiaElMundo #TeTiendoLaMano #Bidibidi #Refugees #África #NzuriDaima'}}]","BlV9Vp1F1h2","['Bidibidi', 'TuMiradaCambiaElMundo', 'VíctorMandela', 'África', 'TeTiendoLaMano', 'Refugees', 'VíctorMandelaPhoto', 'NzuriDaima']","2018"
"397",149,"[{'node': {'text': 'Meet Daniel Hassan, the World Food Programme’s latest Storyteller from Bidi Bidi refugee settlement in northern Uganda. Over 2 weeks Daniel learnt all about how to tell his story through social media and photography. And using a device similar to what you are holding right now!  Like many of the Storytellers, Daniel found that Facebook was not  just about posting selfies. “When I joined the project I didn’t know how to use Facebook and since then I’ve found my friends in South Sudan,” he said. In the coming months we’ll be posting more of Daniel’s story, along with many others over at @wfpstorytellers. Or on FB at wfpstorytellers. Documentary coming soon. #storiesnotselfies .\n.\n.\n.\n#bidibidi #southsudan #wfp #photography #uganda #refugeeswelcome #reportagespotlight #worldfoodprogramme #photooftheday #portrait_shots #portraitphotography #makeportraits #Photojournalism #nikon #d850 #mynikonlife #nikonaustralia #instagood #igersafrica #africa @wfpstorytellers @worldfoodprogramme @instagram @facebook'}}]","BlV2XQOBOpb","['makeportraits', 'africa', 'storiesnotselfies', 'Photojournalism', 'instagood', 'wfp', 'reportagespotlight', 'portraitphotography', 'mynikonlife', 'southsudan', 'photooftheday', 'uganda', 'worldfoodprogramme', 'igersafrica', 'nikon', 'd850', 'nikonaustralia', 'photography', 'portrait_shots', 'refugeeswelcome', 'bidibidi']","2018"
"398",651,"[{'node': {'text': ""Mary Tabu (49) living in Bidibidi with her two children.\n”In 1980 when I was in primary four I made my first Milaya. Whenever my aunt was making a sheet I was sitting next to her and trying out to make my own patterns on cheap fabrics. I can’t even count how many Milaya I’ve made but so far I’ve only one that I was really proud of. It was with a crocodile. When I came to the Bidibidi collection center a thief took my bag so I haven’t seen it since then.”\n.\n”The bedsheets mean a lot to me since it’s been such a big part of my life and I’ve been selling many throughout the years. Here I can’t afford the material so I haven’t sold any since I left South Sudan.” .\u2028In August, the one millionth refugee from South Sudan entered Uganda to escape the war.\u2028.\u2028With most of the refugees being women and children who leave in the night during shootings, their bedsheets called Milaya are often one of the few things they carry. The handmade patterns have been made in South Sudan and Sudan for generations, and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end.\u2028.\u2028Bidibidi, with more than 270 000 people, is considered one of the world's largest refugee settlements.\u2028.\u2028This project\xa0started as an assignment for @NatGeo last summer and is now published in the May issue. See the project via the link in the bio.""}}]","BlVQ7KhlF8W","[]","2018"
"399",97,"[{'node': {'text': 'theme of 2018: kids n kites \U0001f995'}}]","BlVIJA6A1pe","[]","2018"
"400",44,"[{'node': {'text': 'Bidibidin pakolaissetlementissä elää n. 250 000 Etelä-Sudanin pakolaista, heistä yli puolet lapsia ja nuoria. Resurssit koulutuksen järjestämiseen ovat riittämättömät, puuttuu koulurakennuksia, opettajia, oppimateriaaleja, kouluruokaa, opettajilta asuntoja, latriineja.. Luokkakoot ovat usein yli 200 oppilasta. Siitä huolimatta kouluvierailulta palatessa hymyilyttää hienon kollegan kanssa. Opettajat olivat motivoituneita, oppilaat selvästi viihtyivät turvallisessa koulussa ja vanhemmat olivat antaneet koululle heidän vaikeassa elämäntilanteessakin kannattelevan nimen: Hope. #fillinggaps #fca #twb #teacherswithoutborders #opetilmanrajoja #unhcr #bidibidi #education #koulutus #hope'}}]","BlTcSwonkNn","['unhcr', 'hope', 'twb', 'teacherswithoutborders', 'fca', 'education', 'fillinggaps', 'koulutus', 'opetilmanrajoja', 'bidibidi']","2018"
"401",52,"[{'node': {'text': 'En Bidibidi el acceso al agua por persona y día es de 15l, el volumen de una de estas garrafas amarillas. En época seca unos 6l con suerte. En Europa el consumo mínimo está en 150l por persona y día (10l una cisterna de baño, casi 200l en 10minutos d ducha según la OMS...) Y sin agua?.. Construir casas, regar los cultivos, cocinar, higiene, beber.. El agua es vida! ¿Nos ayudas? Colaboraciones en👉https://nzuri-daima.org/donar/\n\n#VíctorMandela #VíctorMandelaPhoto #Juntosllegamosmáslejos #TuMiradaCambiaElMundo #TeTiendoLaMano #Bidibidi #África #NzuriDaima'}}]","BlTUXI_AbH1","['Bidibidi', 'TuMiradaCambiaElMundo', 'VíctorMandela', 'Juntosllegamosmáslejos', 'África', 'TeTiendoLaMano', 'VíctorMandelaPhoto', 'NzuriDaima']","2018"
"402",0,"[{'node': {'text': 'When @likamboisaac  was interviewed in 2016 this is what he said'}}]","BlSumJvBfMT","[]","2018"
"403",993,"[{'node': {'text': ""”I got sick the day the soldiers arrested my husband and slaughtered him in front of me”, Lucia Goro (37) told me the first time I met her. She was holding her hand on her stomach and continued breathing slowly when saying that she finally had to talk about it. ”Whenever I think of him the pain starts from my heart. Last night I didn’t sleep, like so many nights before. I got help by the ARC hospital, they gave me some medicine and told me to buy more, but I couldn’t afford it.”\n.\n“We had to get here since they deployed soldiers back home in Lainya. They took my husband and claimed he was a rebel. Then they slaughtered him without any evidence. He did never even sympathize with the rebels, he was a businessman providing for me and our family. Now I see his dead body in front of me every time I wake up. His name was Joseph Lokudu.”\n.\nIn Bidibidi, Lucia is taking care of eight children, including her nieces and nephews.\nWomen in other parts of Bidibidi started therapy groups to speak about the horrible memories from South Sudan but Lucia never found a group to talk to.\n.\u2028In August, the one millionth refugee from South Sudan entered Uganda to escape the war.\u2028.\u2028With most of the refugees being women and children who leave in the night during shootings, their bedsheets called Milaya are often one of the few things they carry. The handmade patterns have been made in South Sudan and Sudan for generations, and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end.\u2028.\u2028Bidibidi, with more than 270 000 people, is considered one of the world's largest refugee settlements.\u2028.\u2028This project\xa0started as an assignment for @natgeo last summer and is now published in the May issue. See the project via the link in the bio.""}}]","BlQfij_lK_r","[]","2018"
"404",111,"[{'node': {'text': '“I like math the most,” says eight-year-old Saron.\n-\nSaron is a refugee from Yei, South Sudan. She currently attends the Ofonze Primary School in Bidibidi refugee settlement in northern Uganda, where she studies everything from math to English.\n---\n📸: ©UNHCR/David Azia\n.\n.\n.\n.\n.\n#withrefugees #refugeeswelcome #refugee #refugees #girl #littlegirl #school #education #student #learn #study #child #kid #smile #happy #math #favoriteclass'}}]","BlOoYw1FjqI","['math', 'withrefugees', 'school', 'refugees', 'learn', 'happy', 'littlegirl', 'student', 'refugee', 'girl', 'child', 'smile', 'education', 'kid', 'favoriteclass', 'refugeeswelcome', 'study']","2018"
"405",86,"[{'node': {'text': 'Children dance. #refugees #children #documentary #documentaryphotography #onassignment @worldrenew #kickingupdust #dance #dancing #dancers #barefoot #dancelife #barefeet #rythym #strictlycomedancing'}}]","BlOckfTB1r4","['rythym', 'dance', 'refugees', 'onassignment', 'documentaryphotography', 'kickingupdust', 'dancers', 'barefoot', 'documentary', 'dancelife', 'barefeet', 'children', 'dancing', 'strictlycomedancing']","2018"
"406",110,"[{'node': {'text': 'En las noches de cuento, nuestra intención es contar historias que contengan magia, que nos hagan reflexionar y nos dejen una sensación que en nuestras manos está cambiar el mundo, que a través de una mirada se abre un universo entero y que hay sueños que se convierten en realidad.\n\nEste vídeo, la historia real de Víctor Mandela y atentos que mañana será día de fábula 😉! Felices sueños.\n.\nenlaces para colaborar, en la bio. ☝🏻☝🏻 #TeTiendoUnaMano #VíctorMandela #VíctorMandelaPhoto #NochesDeCuento #ViernesDeCuento #SerMásUno #MásUno #contigo #NzuriDaima'}}]","BlNAD1gBW0E","['ViernesDeCuento', 'VíctorMandela', 'NochesDeCuento', 'MásUno', 'contigo', 'SerMásUno', 'VíctorMandelaPhoto', 'NzuriDaima', 'TeTiendoUnaMano']","2018"
"407",8,"[{'node': {'text': 'Just another in my refugee paradise...#passionateaboutmywork'}}]","BlLni58Hlab","['passionateaboutmywork']","2018"
"408",1276,"[{'node': {'text': 'So sad news. Hadia, one of the amazing women I met in Bidibidi, died of Malaria this week. She’s leaving behind her three children, one of them is her one and a half year old son Jimmy who always cheered us up when at their plot. \nI still remember the first time I was sitting and talking to her. We’re both born in ’92 but our lives have been so incredibly different. Here is what she told me about her life:\n.\n“I grew up in Khartoum and had never heard or seen of any fights. My life was good, I was staying with my brothers and my husband was working. That changed after we moved to Juba. In July 2016 war broke out and I heard gunshots from morning to night. I was so scared all the time, I could barely move. \nI saw dead people everywhere and there was no food. After a bomb landed on our neighbors house in Juba the government soldiers moved us to Luri, 75 miles out of Juba. Three days later they brought us back and I found several of my neighbors lying on the streets, they had been shot and killed. We found so many dead bodies.”\n.\n”The days after that there was not enough food. I didn’t know how we should survive so we decided to move to Yei. I thought Yei would be safe but there we got the same problems and a month later we had to leave to Uganda. We were walking and it took us three days to reach the border.”\n.\n”Many of my relatives were in settlements in Uganda and told us we shouldn’t come. But I saw people getting slaughtered in front of us so we had to leave. We knew that there was no food on any of the sides and that some of the local communities didn’t want us to be here. But what should we do? Our children have to continue going to school so that they can go back to our country and change the situation when it’s getting more peaceful again.”\n.\n“My life in Uganda won’t change. When I was ill they only gave me painkillers for Malaria at the health center. When I went to a private clinic I got injections but that was expensive.“\n.\n“When South Sudan became independent we were very hopeful so it’s painful to see what happened. I hope that we can go back home and live in peace.”'}}]","BlLH0-IFryc","[]","2018"
